revenue,gender,age,engaged_last_30,lifecycle, days_since_last_order ,previous_order_amount,3rd_party_stores
576.87,,,,C,4.65,825.256,10
131.96,1,61,0,C,1.58,1382.92,10
66.98,1,84,0,C,2.97,956.85,10
74.97,1,66,0,A,1,5313.741,0
53.18,,,,C,2.16,1784.694,10
55.98,,,,B,1.13,1174.94,0
179.49,1,65,0,C,4,1892.616,1
149.98,1,45,0,C,7.97,3210.38,0
239,1,85,0,C,23.71,1447.581,10
147.97,1,46,0,B,1.23,1246.454,0
923.592,,,,C,7.23,861.92,10
1469.76,1,56,1,A,1,7842.564,0
179,,,,C,16.52,1542.99,0
2523.99,1,41,0,C,22.9,4258.684,10
29.99,1,51,0,C,10.55,2738.98,0
383.99,1,51,0,C,21.81,758.95,5
129,1,68,0,B,1.26,868.587,0
201.51,1,50,0,A,0.65,1366.97,0
313.99,1,57,0,A,0.26,1955.99,0
101.67,1,84,0,C,0.77,966.587,4
616.16,,,,C,11.87,429,0
254.58,1,41,0,C,0.16,6609.907,10
427.99,1,49,0,C,16.06,11597.9,4
129,,,,C,0.97,2589.498,10
50.38,1,52,0,C,7.9,804.002,3
529.9,1,50,0,C,5.55,3293.92,2
29.99,1,55,0,C,17.39,25,7
549.96,,,,C,12.32,1663.99,3
1479.9,,,,C,8.65,11597.9,4
5298.92,,,,B,2.84,691.99,0
2599.96,0,,1,B,3.48,11597.9,0
103.99,1,,0,A,0.13,531.99,0
71.18,0,38,0,B,4.55,3607.595,0
170.91,,,,C,8.48,1192.93,3
739.98,1,41,0,C,17.61,11597.9,0
1849.01,1,56,0,C,15.97,4396.547,7
1413,,,,C,10.26,4485.6,0
110,1,66,0,C,0.97,4279.82,1
179,,,,C,14.42,588.04,6
140,1,84,0,C,11,1258,1
279.99,,,,A,0.45,1904.96,0
571.72,,,,B,1.45,384.94,0
239,1,71,0,C,5.23,4190.655,1
349,1,62,0,A,0.65,2124.97,0
110,,,,C,5.48,930.99,0
239,1,68,0,C,2.65,1257.509,1
33.98,1,51,0,C,10.19,1912.407,0
539.98,1,47,0,B,2.06,2568.68,0
239,1,54,0,C,7.55,545.98,0
1182.58,,,,C,11.97,387.22,10
159.4,,,,C,19,1294.92,10
414.99,,,,C,18.97,576.99,4
267.98,,,,C,4.84,3385.93,1
569.95,1,,0,C,6.9,486.74,1
1068.18,1,66,0,C,14.42,4518.119,0
239,,,,B,4.97,884.08,0
599.99,1,49,0,C,5.55,2465.96,0
685.99,,,,C,11.16,0,10
61.74,1,53,0,C,12.35,2808.627,5
59.99,1,64,0,A,0.26,1548.97,0
90.94,1,58,0,C,5.74,1065.29,0
1505.94,,,,C,5.52,6441.84,0
549.95,,,,A,0.19,0,0
1295.57,1,57,0,C,18.84,4312.59,0
35.98,,,,C,0.9,0,3
547.97,,,,C,8.45,798.99,0
105.96,,,,C,23.71,1551,10
17.99,,,,C,12.29,1289.01,0
798.99,1,65,0,B,1.35,2122.95,0
357.95,1,48,1,B,4.94,1875.217,0
472,1,65,0,C,3.74,1099.4,4
119.99,1,77,0,C,15.48,1972.432,0
68.38,1,84,0,C,5.42,72.71,2
239,,,,C,10.77,924.93,5
249.97,1,60,0,C,2.32,5959.424,0
654,,,,C,7.68,2737.597,1
129.99,1,61,0,C,6.71,1343,1
52.97,1,39,0,C,4.42,89,1
55.98,1,75,0,A,0.16,650.97,0
89.99,,,,C,7.26,1763.499,0
19.79,1,59,0,B,3.35,5890.077,0
1912.45,,,,B,4.52,2116.701,0
97.97,,,,C,8.23,1783.06,0
368.95,,,,B,2,5549.86,0
234.99,1,54,0,B,2.32,2745.889,0
295.93,1,52,1,A,0.29,4848.89,0
179.97,1,36,0,C,3.84,992.76,1
34.99,,,,C,5.61,0,2
35.98,1,62,0,A,0.77,1032.1,0
192.97,1,62,1,C,6.13,2884.14,0
71.96,1,76,0,C,4.13,64,1
38.99,1,68,0,A,0.13,1290.98,0
107.06,,,,C,6.26,667,10
56.97,,,,C,23.19,1093.99,0
43.68,,,,C,9.61,607,4
57.98,1,63,0,B,4.81,1290.611,0
89.97,1,64,0,C,3.32,652.837,1
4251.8,,,,A,0.32,10187.919,0
2533,,,,C,13.94,1415.97,0
49.98,1,58,0,B,3.65,3767.418,0
1208.73,,,,C,7.52,3380.99,3
1328.45,1,53,0,C,8.52,3426.13,1
288,1,34,0,B,1.81,421.99,0
218.95,1,62,0,B,3.03,947.47,0
846.96,,,,C,3.48,1581.506,1
54.97,,,,C,7.23,1040.99,1
21.99,1,44,0,C,10,0,4
59.99,1,99,0,C,7.77,2872.162,0
44.99,,,,C,20.87,3233.232,10
249.99,1,65,0,B,3.1,402.95,0
1261.01,1,54,0,C,8.48,1056.97,0
792.56,,,,C,8.29,0,0
454.98,1,74,0,B,1.81,549.99,0
417.07,,,,C,12.35,1516.97,10
57.98,1,69,0,A,0.55,4482.914,0
56.78,1,36,0,A,0.26,3289.42,0
903.97,,,,C,19.32,1839.011,5
130.95,1,58,0,C,10.06,606.8,0
30.99,1,57,0,C,9.74,640.94,0
430.73,1,65,1,A,0.23,11597.9,0
162.96,1,51,0,C,9.52,2103.197,0
65.99,1,50,0,B,4.03,3554.3,0
53.95,1,78,0,C,6.55,4571.234,0
169.98,,,,B,2.74,4310.511,0
208,,,,B,2.94,690.28,0
59.98,,,,A,0.23,1781.16,0
605.98,1,68,0,C,5.58,4537.774,2
99.99,,,,B,2.23,1160.94,0
378,0,32,0,C,11.9,4613.46,0
246.32,,,,C,16.42,1203.974,10
387.9,1,73,1,C,9.32,9.98,4
451.97,,,,A,0.65,2033.479,0
49.99,1,79,0,A,0.94,799.99,0
185.95,1,85,0,C,8.68,1433.65,10
59.99,,,,C,15.97,2514.52,5
769.29,,,,C,22.97,1000.4,10
558.32,,,,C,3.81,2892.98,1
239,1,51,0,C,11,1705.278,0
318.32,0,59,0,B,1.06,4336.142,0
419.93,1,61,0,C,19.71,1792.522,0
583.2,1,67,0,C,15.19,3563.263,0
239,,,,C,22.39,982.577,10
447.2,1,45,0,C,5.1,1912.587,0
1497.99,,,,C,17.94,2773.05,0
228,1,56,0,C,4,4216.394,1
310,1,54,0,B,2.19,11597.9,0
226.91,,,,A,0.65,3677.089,0
201.89,1,71,0,B,1.55,4248.806,0
182.99,,,,B,3,1679.89,0
772.97,,,,A,0.19,1819.637,0
76.88,1,76,0,C,4.45,3341.764,3
169.99,,,,C,4.61,6418.276,2
273.82,,,,C,22.29,1190.8,6
389.99,,,,C,10.58,495.99,10
1351.38,,,,B,2.74,0,0
1175.48,1,41,0,A,0.81,0,0
31.98,,,,B,1.71,2278.786,0
69.99,1,,0,C,11.61,7836.668,0
66.98,1,71,0,C,8.1,2156.65,2
89.98,1,45,0,B,1.35,10495.6,0
1018.95,,,,B,2.26,1806.781,0
1588.99,1,48,0,A,0.65,7008.49,0
24.99,0,50,0,C,0.39,771.99,10
100.98,1,38,0,B,2.94,1824.46,0
677.96,,,,C,11.65,579,10
60.99,1,60,0,C,10.87,1807.474,0
619.97,1,47,1,C,11.32,1068.39,0
288.97,,,,C,7.23,968.25,0
1097.99,,,,C,23.19,304,0
46.98,1,86,0,C,6.48,1780.497,2
142.16,1,63,0,C,4.16,84.94,7
185.98,1,69,0,C,10.26,1280.99,0
50.99,1,64,1,C,6.45,952.99,2
159.99,1,49,0,C,5.42,956.97,0
37.98,1,50,0,C,12,1271.489,0
34.99,,,,A,0.13,431.99,0
920.96,1,,0,A,0.55,651.934,0
199.99,1,40,0,B,3.23,1819.44,0
153.98,,,,C,1,2835.899,3
149.99,1,45,0,B,1.81,4483.644,0
78.98,1,43,0,C,17.97,1410.509,0
198.46,1,51,0,C,8.55,2432.94,1
153.99,1,58,0,C,15.9,1147.86,5
299.99,1,51,0,C,14.06,0,10
406.69,,,,C,23.32,0,10
949,,,,C,4.94,2184.614,0
49.95,,,,A,0.81,2054.95,0
44.99,,,,C,7.71,527.584,3
598.95,,,,C,11.03,1119.99,3
111.96,1,60,0,C,6.84,3194.275,4
469.98,,,,C,7.52,449.99,3
158.99,1,55,0,C,17.65,2730.867,8
179.95,,,,C,1.29,909.502,2
59,1,72,0,C,12.55,1842.002,5
169.98,1,58,0,A,0.23,2348.91,0
529.99,1,61,0,B,3.16,2780.16,0
480.9,1,68,0,C,22.26,458.99,10
2075.44,1,62,0,A,0.16,1482.03,0
144.97,1,52,0,C,4.61,836.08,3
140,,,,C,11.87,2797.024,10
524.25,,,,C,11,527.59,0
81.17,1,46,0,C,6.16,2531.76,1
526.97,1,60,0,B,1.87,4809.586,0
53.98,,,,C,3.61,4562.87,1
373.98,,,,C,16.23,886.817,10
193.94,0,46,0,C,5.84,2948.78,0
199.99,1,77,0,C,6.42,2426.402,0
30.99,1,51,0,C,4.74,424.97,10
568.95,1,43,0,B,1.23,3917.381,0
36.98,1,33,0,C,7.39,539.98,3
151.99,1,34,0,C,9.45,1157.512,1
1099.22,1,62,1,C,4.65,1788.762,1
338.99,1,65,0,C,15.19,3354.66,0
239,1,72,1,B,1.48,443.98,0
438.97,1,55,0,C,2.42,6757.3,0
149.99,1,61,0,A,1,2670.83,0
486.93,1,53,0,C,17.65,1343.59,10
129.95,1,69,0,C,0.81,1118.82,10
69.98,1,86,0,A,0.58,0,0
2099,,,,C,20.87,931,0
221.95,1,39,0,A,0.13,4501.454,0
449.99,1,75,1,C,13.84,3402.246,0
35.99,0,66,0,C,7.65,1733.98,3
288,1,63,0,B,4.19,1525.8,0
733.29,,,,C,12.23,11132.126,4
514.99,1,53,0,A,0.81,575.94,0
74.99,1,45,0,B,2.71,3305.404,0
1060.22,1,65,0,A,0.13,1531.972,0
58.97,1,87,0,C,12.45,1565.109,5
179,1,52,0,C,2.16,1768.064,0
57.98,,,,C,14.71,0,6
719.88,1,66,0,C,14.26,3201.71,0
239,1,53,0,A,0.29,3633.79,0
55.98,1,84,0,C,0.45,2202.96,4
47.98,,,,C,6.81,0,10
30.99,1,44,0,C,6.55,3374.952,1
33.98,,,,C,5.52,2043.779,0
28.99,1,45,0,B,3.39,949.55,0
479.99,,,,C,19,395.99,10
87.99,0,79,0,C,10.16,1829.517,4
21.99,,,,C,3.13,793.614,1
764.62,,,,C,11.35,1960.975,10
96.96,,,,C,22.13,3152.003,0
568.97,1,43,0,C,18.35,1479,0
69.99,1,62,0,C,15.65,475.98,4
194.92,1,58,0,C,1.65,3749.229,6
339.98,1,85,0,C,10.29,1137.124,0
874.26,1,63,0,C,22.97,1358.98,7
60.27,,,,C,5.84,512,0
199.99,1,45,0,B,4.35,4393.735,0
220.92,,,,C,7.87,6162.556,0
239,1,76,0,C,1.52,1349.91,1
107.97,1,47,0,B,4.84,2733.72,0
982.17,1,56,0,B,2.48,2433.496,0
199.95,,,,B,2.13,7217.28,0
78.99,,,,C,4.26,4.95,10
19.98,1,60,0,B,1.06,1940.459,0
391.99,1,52,0,A,0.9,2234.699,0
2059.96,,,,C,6.16,0,1
71.18,,,,C,2.48,2533.07,0
99.99,,,,C,12.74,19.8,4
289.99,,,,C,14.16,5526.976,0
189.7,,,,A,0.13,3286.99,0
1419,1,50,0,C,8.52,1983,0
1074,,,,C,2.32,2066.91,0
547.99,1,57,0,C,8.65,3450.65,2
24.99,,,,C,19.84,580.499,10
180.418,1,76,0,C,7.65,624.99,0
110,,,,C,4.74,3136.212,2
603.97,,,,A,0.16,1127,0
133.97,1,76,0,C,20.61,1442.23,10
169.99,,,,B,4.58,703.98,0
220.98,,,,C,16.97,5189.001,2
61.98,1,51,0,C,10.65,1121.99,10
574.42,1,64,0,A,0.13,1806.424,0
49.98,,,,C,20.58,1088.994,0
69.98,1,86,0,C,23.48,854.08,0
188.99,1,62,0,C,10.55,2161.62,0
37.99,,,,B,1.9,2998.601,0
35.99,,,,A,0.32,0,0
494.25,1,54,0,C,23.1,6619.78,0
33.98,1,71,0,C,3.9,811.99,1
438.99,1,48,1,C,5.26,2846.584,10
1225.62,1,59,0,C,1.19,660.99,0
330.18,1,60,0,C,3.61,6734.881,1
132.26,0,35,0,C,14.26,722.99,3
454.39,,,,C,6.71,1248.99,7
1104.63,,,,C,15.81,2884.87,4
110,0,48,0,C,11.16,2827.771,1
179.98,,,,C,6.19,138.99,1
63.98,1,73,0,C,8.35,592.537,3
127.96,1,85,0,C,2.9,3643.028,1
989.97,1,57,0,C,8.35,5623.01,0
79,1,50,0,A,0.13,3295.687,0
1077.94,,,,C,10.71,349.99,1
149.99,,,,C,11.1,0,10
599.99,,,,C,23.29,2647.528,10
118.96,1,55,0,C,15.58,89.94,7
215.99,,,,C,18.23,3848.13,10
229.08,,,,B,4.65,1539.88,0
251.88,1,63,0,C,2.77,596.99,1
59.99,1,49,0,B,3.23,909.97,0
1150,,,,C,8.97,974.99,1
71.99,0,49,0,A,0.58,933.88,0
99,1,37,0,C,7.55,4846.079,0
58.99,1,87,0,A,0.16,0,0
521.99,1,58,0,C,3.06,1564.447,0
16.99,,,,C,11.16,792.332,5
44.99,1,90,0,C,6.32,1110.981,5
98.97,1,52,0,C,8.32,1720.674,0
69.99,,,,C,11.48,3230.859,5
29.99,1,48,0,B,2.06,1697.114,0
666.97,1,40,0,A,0.42,4753.42,0
69.99,1,58,0,C,13.06,2631.714,0
71.97,,,,C,11.9,249,0
1195.97,1,68,0,C,6,3728.568,0
268,1,60,0,C,13.81,1906.94,0
306.96,1,86,1,C,1.77,1763.84,1
2963.93,,,,C,16.23,3065.591,0
239,,,,C,9.35,2198.87,10
101.97,1,62,0,C,1,5689.717,5
69.99,,,,C,5.65,6471.98,2
180.49,,,,C,7.84,403.39,10
1399.98,1,61,0,C,6.84,10803.813,0
440.87,,,,B,1.65,2754.773,0
384.15,1,52,0,C,14.87,476.99,10
139.96,1,43,0,C,11.97,2678.051,10
50.99,1,41,0,C,4.23,3121.39,0
289.98,,,,C,7.55,893.79,3
351.96,1,28,0,B,1.1,5362.732,0
329.98,1,35,1,C,11.71,2603.93,3
28.99,1,45,0,C,19.58,4.95,0
83.93,1,59,1,B,3.81,5268.964,0
209.37,1,83,0,C,11.26,669.99,10
1,,,,B,1.81,8163.29,0
199.99,,,,C,7.26,415.99,10
383.42,1,58,0,C,5.71,2005.96,0
994.01,,,,C,5.9,616.99,1
103.96,,,,C,3.29,4949.284,1
207.2,1,69,0,A,0.16,1578.19,0
69.99,1,78,0,C,5.58,4767.854,2
539.98,1,54,0,C,9.39,1299.92,2
239,1,50,1,C,20.9,1643.98,4
489.99,0,,0,C,19.26,1190.96,1
140,1,50,0,C,9.81,2258.757,0
239,1,63,0,C,22.94,2482.032,1
239,1,53,0,C,18,1737.21,8
260.56,1,71,0,C,12.26,567.98,10
2519.96,,,,C,17.48,4184.18,0
111.96,1,,1,A,0.58,4.99,0
446.98,0,44,0,C,7.77,2521.926,0
51.98,1,34,0,C,10.87,1163.982,5
103.99,,,,B,1.03,1991.96,0
94.99,1,54,0,C,7.52,7957.452,1
17.98,,,,C,12.35,1645.96,3
539.98,1,,0,B,3.48,1242.99,0
1089.96,1,53,0,B,2.71,3098.43,0
30.99,1,64,0,C,15.74,1332.98,0
244.98,,,,B,2.55,3642.59,0
109.98,,,,A,0.32,1976.98,0
382.98,,,,B,1.16,11597.9,0
37.98,1,67,0,C,4.81,2560.937,2
574.12,1,54,1,C,11.06,7230.78,0
291.95,,,,A,0.74,2910.9,0
799.94,1,38,0,C,17.77,5598.433,0
674.98,1,46,0,B,3.32,2621.6,0
16.99,1,37,0,B,3.06,2362.18,0
679.99,,,,C,22.84,756.99,1
70.96,1,61,0,B,2.77,6955.892,0
916.97,1,54,0,A,0.58,2492.73,0
89.99,1,80,0,C,2.81,0,1
2700.93,1,51,0,C,17.39,501.99,0
74.99,1,,0,C,7.61,3.95,3
99.99,1,46,0,B,3.71,1846.37,0
944.391,1,73,0,B,4.87,1056.93,0
24.99,1,67,0,C,22.32,2695.647,10
378,1,71,0,C,5.68,3808.722,2
110,,,,C,9.74,965.99,0
17.99,,,,C,8.39,1760.857,3
799.98,1,36,0,C,5.13,10372.44,0
905.97,,,,C,8.19,4663.034,0
57.97,,,,C,16.68,0,0
239,1,60,0,C,12.48,888.8,1
169.98,1,70,0,B,3.61,5485.35,0
64.99,,,,B,3.84,655.43,0
298.2,1,54,0,B,3.1,1864.46,0
1297.99,,,,C,21.35,396.99,3
1476.98,,,,C,11.84,35.98,0
575,,,,C,18.9,1296.98,2
986.89,,,,C,11.29,671.29,5
1859.92,,,,C,19.9,3263.78,0
1789.03,,,,A,0.39,1443.52,0
171.99,,,,C,19.97,4062.489,1
35.98,1,71,0,B,2.26,2150.917,0
418.96,1,36,0,C,17.84,4295.91,0
499.99,,,,C,3.42,2359.679,1
1717.94,,,,C,4.19,10636.277,1
74.97,0,81,0,C,6.97,787,3
239,,,,C,11.1,3775.594,4
569.01,,,,B,2.1,632.59,0
638.96,,,,C,8.81,1837,10
228.6,1,96,0,A,0.77,5897.912,0
372.39,,,,C,7.71,2459.567,0
33.98,1,73,0,C,2.68,145.97,1
59.99,,,,C,14.68,3586.098,10
333.97,1,61,0,C,8.45,1152.58,0
203.92,1,63,0,C,16.29,2367.749,0
351.2,,,,C,9.42,534.25,0
88.42,1,58,0,C,5.87,1787.12,1
431.25,,,,C,4.16,803.24,1
39.99,,,,C,3.26,0,10
2479.92,1,56,0,C,16.81,3859.621,0
150.8,1,60,0,B,4.45,2082.95,0
640.9,,,,C,17.1,2337.822,10
379.99,1,71,0,C,21.26,959.026,10
684.99,,,,C,17.39,520.99,7
71.98,1,51,0,C,2.87,0,1
988.96,,,,C,12.16,1376.88,0
239,,,,C,16.9,1408.131,7
455.99,1,,0,A,0.13,349.99,0
239,,,,C,20,501.03,10
123.96,1,34,0,B,2.16,0,0
368.99,,,,C,22.61,677,10
72.88,1,94,0,C,3.06,648.44,1
1479.96,1,39,0,A,0.13,3586.35,0
1088.97,,,,C,23.71,1969.519,0
113.94,1,63,0,B,3.74,8439.143,0
2447.07,1,82,1,C,12.16,3260.924,1
115.99,1,47,0,A,0.45,1911.514,0
39.99,,,,C,14.55,842.6,0
179.99,,,,C,4.29,4213.575,1
161.05,,,,C,21.23,0,10
169.99,1,46,0,C,11.35,2496.45,3
86.38,1,61,0,C,2.13,1906.71,0
2687.16,,,,A,0.19,0,0
1159.96,1,49,0,C,5.65,4029.91,0
87.26,1,58,0,C,3.81,1274.619,1
366.96,1,75,0,C,1.94,3253.246,4
279.94,1,73,0,C,18.65,1607.786,8
1690.29,,,,B,4.29,2207.75,0
574.99,1,90,0,B,2.19,981.98,0
324.99,1,43,0,C,7.55,1605.19,0
1305.98,1,90,0,C,20.45,1976.94,4
640.2,,,,C,22.9,1432.459,10
814.99,1,53,0,C,18.65,7376.077,0
839.97,1,62,0,C,12.19,2327.474,0
59.99,1,65,0,A,0.26,1378.349,0
2499.99,1,53,1,B,3.74,9757.197,0
322.98,1,75,0,B,1.26,372.71,0
399.99,1,45,0,C,23.65,1394.557,0
418.99,,,,C,7.74,2765.081,3
79.96,1,50,0,C,20.19,9.9,9
1297.99,1,51,0,B,1.42,3330.142,0
26.99,,,,C,8.23,933.584,3
442.9,,,,B,4.97,2970.59,0
99.99,,,,C,3.94,1070.013,10
66.98,,,,C,16.42,1482.424,10
518.96,,,,C,2.9,1923.614,10
1826.44,,,,B,1.81,554.99,0
2178.99,1,57,0,C,11.42,1642.97,2
17.99,1,93,0,B,2.26,3498.607,0
378,,,,C,10.42,0,10
219.17,1,77,0,C,7.94,3628.661,0
452.78,,,,C,5.52,1046.98,1
310.14,1,53,0,B,2.1,2349.63,0
29.99,,,,A,0.13,1905.177,0
599.98,1,57,0,C,5.68,1568.92,0
29.99,1,67,0,B,2.48,1287.08,0
988.95,1,63,0,B,2.55,2047.35,0
1068.95,1,82,0,C,6.1,1161.19,0
99.99,1,73,0,A,0.45,2833.664,0
1270.81,,,,B,4.81,861.75,0
679.21,,,,C,7.48,929,3
334.98,1,46,0,C,8.23,729.99,10
110.99,,,,C,3.19,1684.217,1
239,1,55,0,C,8.45,3204.87,1
129,1,81,0,C,2.77,793.577,1
948.99,1,50,0,C,7.68,2111.367,0
140,,,,C,1.9,106.98,10
32.99,1,83,0,A,0.19,5855.39,0
247.42,1,80,0,C,3.03,2315.87,10
89.99,1,,0,C,17.19,6496.22,10
129.99,1,48,0,B,1.06,1329.98,0
81.17,1,56,0,A,0.13,3587.194,0
53.97,1,63,0,B,1.65,787.48,0
1687.97,1,40,0,C,18.16,1719.34,5
66.98,,,,C,4.9,1931.411,0
2218.99,,,,C,19.06,1316.3,0
155.96,,,,B,2.94,0,0
59.99,1,49,0,C,2.52,3015.557,0
61.98,1,55,0,C,4.71,304.3,2
159.99,1,81,0,C,8.03,299.99,3
265.66,,,,C,9.74,2819.58,1
902.15,,,,C,0.32,910.98,2
438.95,1,77,0,A,0.32,1618.7,0
219.99,1,52,0,A,0.55,1269.85,0
893.95,,,,C,15.39,2036.94,1
281.27,1,45,0,C,23.58,2342.369,10
277.07,,,,C,23.71,511.79,3
580.74,,,,C,17.35,399.99,7
39.98,0,66,0,C,7.16,0,3
140,0,76,0,C,11.94,1121.032,2
79.99,1,54,0,C,4.35,1277.459,1
372.18,1,50,0,C,22,3312.99,5
258.93,1,46,0,C,2.87,981.367,0
272.99,1,65,0,C,12.23,1067.614,4
140,1,43,0,C,10.71,1441.98,4
1455.96,1,,0,A,0.68,2672.17,0
115.94,,,,C,3.65,1597.87,0
87.99,,,,C,6.97,364,3
1292.58,,,,C,13.81,975.002,0
169.99,,,,C,6.16,1255.021,0
91.18,1,67,0,C,5.71,1304.18,0
110.95,1,44,0,C,10.65,4126.342,4
566.99,0,51,0,B,2.74,1243.96,0
82.99,1,37,0,C,4.19,5136.737,1
246.8,,,,C,23.71,6412.494,10
92.96,,,,A,0.26,4241.07,0
87.99,1,70,0,C,2.32,1296.9,10
139.98,1,66,0,C,12.81,5.5,3
66,,,,B,2.55,2566.93,0
1071.7,1,43,0,C,7.48,533.98,3
52.97,1,81,0,C,6.16,1332.94,10
899.97,,,,C,8.13,1500.99,2
234.96,,,,B,1.26,0,0
921.18,1,31,0,C,22.03,4189.157,3
685.94,1,63,1,C,6.42,580.99,1
59.99,,,,A,0.19,1715.22,0
17.99,,,,B,2.03,1536.93,0
233.98,,,,A,0.13,7503.621,0
109.95,1,70,0,A,0.39,9547.327,0
89.99,,,,C,14.39,3065.242,5
110,,,,C,11.19,638.99,10
87.99,,,,C,5.55,0,1
3055.99,1,,0,B,3.29,10600.95,0
984.96,1,57,0,C,10.19,230.99,10
258.37,,,,B,3.87,4375.142,0
839.98,1,72,0,C,23.52,414.99,0
10.49,,,,C,10.81,972.14,0
35.98,,,,C,9.16,2156.011,0
1003.97,,,,A,0.13,1213.99,0
479.89,1,99,0,B,2.03,2198,0
62.98,1,84,0,C,8,2101.03,5
71.98,1,55,0,C,11.13,1944.34,5
155.92,1,51,0,C,15.39,1242.791,10
1299.98,,,,C,21.9,0,0
54.97,1,61,0,C,17.52,12.99,2
115.96,,,,B,4.32,1019,0
161.88,,,,B,3.06,901.567,0
1091.95,1,46,0,C,7.87,5259.577,2
144.95,,,,C,6.48,1270.59,2
1212.97,1,52,0,C,3.32,4212.927,1
219.99,,,,B,1.13,1656.99,0
140,,,,C,8.19,1746.92,10
47.98,,,,C,6.9,3992.045,1
368.99,,,,B,3.52,11597.9,0
85.47,,,,C,18.03,139,10
328,,,,C,5.03,4791.433,0
122.4,1,69,0,C,6.68,1453.09,0
43.19,,,,C,9.84,606.97,2
39.98,1,85,0,C,12.84,1016.945,3
59,,,,C,21.39,378.99,10
615.97,,,,B,4.26,996.99,0
79.97,,,,A,0.84,2039.627,0
239.96,1,20,0,C,9.94,3270.98,4
19.99,1,87,0,C,9.55,865.067,3
30.99,,,,B,1.65,6016.098,0
309.99,1,44,0,A,0.29,2198.98,0
31.99,1,41,0,B,2.19,1319.52,0
1749.17,,,,C,9.13,3883.57,4
52.98,,,,C,10.52,1835.252,2
720.21,1,79,0,B,1.45,1942.973,0
588.97,1,64,0,C,1.84,725.48,2
1099.99,1,60,1,A,0.61,4896.747,0
119.98,1,48,1,B,2.48,2786.447,0
685.99,1,80,0,C,12.97,2163.852,5
109.08,1,67,0,B,2.29,1306.97,0
71.92,1,59,0,A,0.29,1102.98,0
97.97,1,53,0,B,1.42,2595,0
648,,,,A,0.97,301.75,0
227.19,,,,A,0.19,534,0
497,,,,C,7.06,2308.141,0
319,,,,C,11.52,1771.407,2
34.99,,,,B,1.32,4107.08,0
2892.96,,,,C,13.13,3004.238,0
449.98,,,,C,12.58,974.757,5
27.99,1,83,0,B,1.42,451.39,0
1591.07,1,78,0,C,4.1,1022.02,1
259.98,1,51,0,A,0.65,1210.02,0
788.96,1,62,0,C,12.03,6876.734,0
1484.18,1,33,0,A,0.68,3480.306,0
65.94,1,51,0,C,10.23,2.95,0
77.98,,,,C,9.45,1685.99,4
409.96,,,,C,2.19,6482.34,0
340.34,1,57,0,A,0.81,1821.561,0
628.96,1,51,0,C,7.35,1427.66,3
147.57,1,60,0,B,2.58,781.99,0
349,,,,C,15.68,3492.731,1
77.99,,,,C,13.03,26.98,10
1438.39,,,,C,11.13,807.41,2
89,,,,B,1.1,2649.6,0
239,1,82,0,C,11.06,5346.092,10
398.99,1,45,0,C,21.87,854.99,0
79.99,1,61,0,B,1.16,958.83,0
788.97,,,,C,10.52,2821.654,1
248,,,,C,2.39,5232.244,0
110,0,69,0,C,12,1639.13,5
35.98,1,47,0,C,17.9,2364.867,4
34.99,1,52,0,C,8.48,713.93,0
425.71,,,,C,11.81,1335.97,10
3685.35,,,,C,5.97,1922.29,1
504,1,40,0,C,21.74,2523.239,0
369.99,0,67,0,B,2.1,1944.981,0
26.99,,,,C,3.9,2.95,1
3690.15,1,,0,A,0.19,11298.1,0
3581.04,1,,0,C,9.74,5082.16,0
64.98,1,50,0,B,4.29,53.94,0
576.87,,,,C,1.45,1528.16,10
419.96,1,60,1,B,1.97,6175.921,0
69.99,,,,C,7.48,3305.787,0
275.97,1,47,0,A,0.32,1.95,0
292.19,1,55,0,C,5.23,5394.905,0
1789.4,,,,A,0.45,2429.98,0
449.99,1,76,0,C,20.52,3334.838,1
79.98,0,,0,A,0.32,0,0
259.99,,,,A,0.48,583.99,0
99.98,1,43,0,C,6,9494.008,0
65.98,,,,C,23.52,1512.787,10
175.98,1,34,0,B,4.68,1808.52,0
344,1,19,0,C,10.45,2106,0
59.97,,,,C,3.52,1693.39,1
695.37,1,73,1,A,0.74,5434.734,0
69.99,,,,C,16.45,5302.541,0
127.39,1,30,0,C,3.71,1596.94,1
239,1,80,1,A,0.58,2560.432,0
209.95,1,64,0,C,5.42,6028.31,0
239,1,57,0,C,12.52,817,10
3774,,,,C,8.61,11597.9,0
499.99,1,,0,C,12.19,429.99,1
299,,,,B,1.84,78.99,0
82.98,0,53,0,A,0.71,2298.461,0
205.95,1,62,0,B,2.29,2203.371,0
61.98,1,91,0,C,8.77,1082.4,4
87.99,1,57,0,B,1.16,11597.9,0
44.99,,,,C,6.48,1690.484,2
180.99,1,52,0,C,9.23,331.99,0
69.99,1,53,0,B,3.55,3044.28,0
75.96,1,51,0,B,1.94,297.58,0
577.98,,,,A,0.45,543.99,0
429.99,,,,C,3.1,1047.982,1
110,,,,C,4.68,1128.8,1
68.97,1,95,0,C,8.71,6549.73,3
479.43,1,,0,A,0.19,0,0
159.93,,,,B,2,818.089,0
416.99,,,,C,15.61,6669.761,0
324.99,,,,C,9.23,5910.91,0
2270.26,,,,C,7.61,2311.257,0
1852.24,1,54,0,C,19.65,3495.538,0
69.99,,,,C,14.32,3232.5,1
1419.92,,,,C,17.26,11597.9,0
299.99,1,,0,C,10.35,1845.59,1
309.99,1,91,1,B,2.58,68.99,0
